"개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","전화번호","소재지면적","소재지우편번호","지번주소","도로명주소","도로명우편번호","사업장명","최종수정일자","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(X)","좌표정보(Y)","임산부정원수","영유아정원수","임산부실면적","영유아실면적","모유수유실면적","급식시설면적","세탁실면적","목욕실면적","조리원화장실면적","사무실면적","간호사수","간호조무사수","영양사수","취사부수","미화원수","기타인원수","건물층수","지상층수","지하층수"
"3070000","PHMB120123070034042100001","20120119","","01","영업/정상","13","영업중","","20210430","20210515","","02-922-1400","","","서울특별시 성북구 동소문동3가 63 동도빌딩","서울특별시 성북구 동소문로 48, 동도빌딩 3층 (동소문동3가)","02860","라솜산후조리원 성북지점","2021-05-17 11:29:21","U","2021-05-19 02:40:00.0","","200905.183674983    ","454220.519443683    ","14","14","232.18","31.4","5.7","7.2","7.2","3.3","","9.5","3","3","0","2","1","1","0","",""
"3080000","PHMB120063080033042100001","20061214","","03","폐업","03","폐업","20190103","","","","999-8275","","142073","서울특별시 강북구 수유동 190번지 8호","서울특별시 강북구 한천로 1041, 2층 (수유동)","01071","아가엄마산후조리원","2019-01-03 17:40:04","U","2019-01-05 02:40:00.0","","202244.050887608    ","459749.268613853    ","8","8","162","","19.25","","3.64","","3.42","14.7","2","1","","","1","2","6","2",""
"3080000","PHMB120073080033042100003","20071120","","01","영업/정상","13","영업중","","","","","996-1511","","","서울특별시 강북구 미아동 322번지 5호","서울특별시 강북구 도봉로 131 (미아동)","01177","햇빛병원부설 햇빛산후조리원","2016-04-22 13:49:40","I","2018-08-31 23:59:59.0","","202407.498009939    ","457584.368112559    ","39","39","723.33","127.06","","48.12","28.12","","24.58","14.62","6","14","1","3","3","","8","6","2"
"3080000","PHMB120073080033042100002","20070521","","03","폐업","03","폐업","20220806","","","","02-988-0838","","01174","","서울특별시 강북구 삼양로 184, 유유빌딩 (미아동)","01174","라테라 산후조리원 미아","2022-08-11 13:29:21","U","2021-12-07 23:03:00.0","","201807.838930952","457546.401262101","","","","","","","","","","","","","","","","","","",""
"3090000","PHMB120113090033042100001","20120228","","03","폐업","03","폐업","20200625","20200101","20200630","","","","132010","서울특별시 도봉구 도봉동 79번지 8호","서울특별시 도봉구 도봉로180나길 34, 3층 (도봉동)","132010","(주)와이케이 동그라미 산후조리원 도봉지점","2020-06-25 15:28:17","U","2020-06-27 02:40:00.0","","204297.996892564    ","464597.202705501    ","14","14","160.35","30.22","4.5","25.22","4.42","","35.1","","3","6","","2","1","","3","3",""
"3090000","PHMB120073090033042100001","20070514","","03","폐업","03","폐업","20120918","","","","","","","","서울특별시 도봉구 해등로 125 (창동)","132926","엄마손산후조리원","2012-09-18 15:00:42","I","2018-08-31 23:59:59.0","","203500.539601657    ","461375.864695799    ","19","19","","","","","","","","","","","","","","","","",""
"3090000","PHMB120123090033042100001","20120502","","01","영업/정상","13","영업중","","","","","02-903-0033","","132893","서울특별시 도봉구 쌍문2동 653번지 7층","서울특별시 도봉구 도봉로 575, 7층 (쌍문동)","01432","소중한맘산후조리원","2021-09-16 20:13:06","U","2021-09-18 02:40:00.0","","203348.210556651    ","461557.310544671    ","19","19","318","40","8.3","40","6.3","0","2.86","15.18","2","2","0","1","1","0","7","7","0"
"3090000","PHMB120123090033042100002","2012-11-29","","01","영업/정상","13","영업중","","","","","029934300","","","","서울특별시 도봉구 해등로 125 (창동)","01426","마미캠프산후조리원","2023-09-12 09:26:17","U","2022-12-08 23:04:00.0","","203500.539601657","461375.864695799","","","","","","","","","","","","","","","","","","",""
"3100000","PHMB120123100034042100001","20120125","","03","폐업","03","폐업","20190521","","","","02-951-7373","","139836","서울특별시 노원구 상계1동 936번지 2호 미네르바빌딩 5층","서울특별시 노원구 수락산로 232 (상계동)","01615","(주)이자르씨엔에스 노원디럭스점","2019-05-22 10:52:45","U","2019-05-24 02:40:00.0","","204596.628767814    ","463189.712552985    ","13","13","175.5","21.5","17.2","6.65","9","38.4","38.4","8.64","3","7","","","","","5","5",""
"3100000","PHMB120123100034042100003","20120719","","03","폐업","03","폐업","20150531","","","","","","139816","서울특별시 노원구 상계2동 357번지 2호","서울특별시 노원구 상계로5길 32 (상계동)","","첫단추산후조리원","2015-06-02 14:39:03","I","2018-08-31 23:59:59.0","","205473.650087193    ","461640.694067429    ","19","19","13.9","32","","","","","","","4","7","","2","","2","","",""
"3100000","PHMB120063100034042100001","20060510","","03","폐업","03","폐업","20210527","","","","02-933-0087","","139831","서울특별시 노원구 상계6.7동 764번지 1호 하라프라자 5층","서울특별시 노원구 동일로 1323 (상계동,하라프라자 5층)","","(주)동그라미산후조리원 노원상계점","2021-05-27 17:16:49","U","2021-05-29 02:40:00.0","","205457.289886391    ","460487.443375594    ","19","19","211.09","55.12","0","47.45","11.66","89.29","52.67","5.66","6","5","","3","2","","5","",""
"3070000","PHMB120063070034042100002","2006-12-19","","03","폐업","03","폐업","2023-11-09","2019-02-27","2019-03-11","","02-922-4652","","136-044","서울특별시 성북구 삼선동4가 351번지 4호","서울특별시 성북구 보문로 180 (삼선동4가)","02847","루시나 산후조리원","2023-11-09 14:25:42","U","2022-10-31 23:01:00.0","","201290.424349579","454215.685515406","","","","","","","","","","","","","","","","","","",""
"3080000","PHMB120073080033042100004","2007-12-12","","01","영업/정상","13","영업중","","","","","02-985-3542","","","서울특별시 강북구 미아동 131번지 30호","서울특별시 강북구 도봉로 136, 7층 (미아동, 풍양회관)","01161","맘스텔라산후조리원","2024-08-30 11:10:13","U","2023-12-09 00:01:00.0","","202465.042504763","457640.23984676","","","","","","","","","","","","","","","","","","",""
"3060000","PHMB120153060034042100001","2015-03-03","","01","영업/정상","13","영업중","","","","","02-3421-5553","","131-131","서울특별시 중랑구 신내동 317번지 6호","서울특별시 중랑구 신내로16길 76 (신내동)","02053","레피리움시그니처신내 산후조리원","2025-01-03 10:51:18","U","2024-12-01 00:05:00.0","","208768.62849719","456722.558438482","","","","","","","","","","","","","","","","","","",""
"3100000","PHMB120063100034042100003","20061206","","03","폐업","03","폐업","20091023","","","","","","139803","서울특별시 노원구 공릉1.3동 398번지 26호","서울특별시 노원구 동일로 1055 (공릉동)","","마더웰산후조리원","2009-10-23 16:04:07","I","2018-08-31 23:59:59.0","","206381.496427374    ","457994.001705713    ","25","25","12","39","","","","","","","","","","","","","","",""
"3100000","PHMB120093100034042100001","20130711","","03","폐업","03","폐업","20180605","","","","971-0790","","139803","서울특별시 노원구 공릉1.3동 398번지 26호","서울특별시 노원구 동일로 1055 (공릉동)","","마더웰산후조리원","2018-06-05 18:14:04","I","2018-08-31 23:59:59.0","","206381.496427374    ","457994.001705713    ","19","19","12","39","16","45.14","","8.1","7.8","7.54","5","5","","1","2","","6","6",""
"3100000","PHMB120073100034042100001","20070316","","03","폐업","03","폐업","20120719","","","","","","139816","서울특별시 노원구 상계2동 357번지 2호 베베리타산후조리원 3층","서울특별시 노원구 상계로5길 32 (상계동,베베리타산후조리원 3층)","","베베리타산후조리원","2012-07-19 09:50:33","I","2018-08-31 23:59:59.0","","205473.650087193    ","461640.694067429    ","19","19","13.9","32","","","","","","","4","7","","2","","2","3","",""
"3100000","PHMB120063100034042100004","20061201","","03","폐업","03","폐업","20191130","","","","","","139806","서울특별시 노원구 공릉동 494번지 15호","서울특별시 노원구 동일로 1053 (공릉동, 영진빌딩 4층)","01857","정겨운산후조리원","2019-12-02 14:39:20","U","2019-12-04 02:40:00.0","","206388.862348732    ","457966.641016107    ","12","12","7.53","29.43","","","","","","","3","5","1","","","5","6","5","1"
"3100000","PHMB120153100034042100001","20151118","","01","영업/정상","13","영업중","","","","","02-949-2223","","","","서울특별시 노원구 노원로 240 (하계동, 백경빌딩)","01750","(주)더블레스 산후조리원","2015-11-18 11:03:58","I","2018-08-31 23:59:59.0","","206509.871291549    ","459672.860651094    ","29","29","1393","67.6","","28.5","15.5","","","30","4","7","0","2","1","","6","1","0"
"3100000","PHMB120103100034042100001","20130227","","01","영업/정상","13","영업중","","","","","","","","서울특별시 노원구 상계동 936번지 2호 미네르바빌딩 3층 5층","서울특별시 노원구 수락산로 232, 미네르바빌딩 3층, 5층 (상계동)","01615","제이미 산후조리원","2023-01-11 10:58:51","U","2022-11-30 23:03:00.0","","204596.628767814","463189.712552985","","","","","","","","","","","","","","","","","","",""
"3090000","PHMB120133090033042100001","20130703","","03","폐업","03","폐업","20220916","20211022","20221021","","02-6435-3555","","","","서울특별시 도봉구 도봉로 524, 하버드학원 6층 (창동)","01428","강남퀸즈산후조리원 강북점","2022-09-16 10:56:03","U","2021-12-08 23:08:00.0","","203199.63161713","461046.100244717","","","","","","","","","","","","","","","","","","",""
"3110000","PHMB120063110032042100002","20061208","","03","폐업","03","폐업","20191021","","","","02-353-4307","","","서울특별시 은평구 대조동 38번지 19호","서울특별시 은평구 진흥로 133, D동 4층 (대조동)","03395","은혜산후조리원","2019-10-22 08:59:31","U","2019-10-24 02:40:00.0","","193284.940671202    ","456206.224350641    ","8","8","140.14","18.4","","11.4","3","6.1","","12.25","2","5","1","1","1","1","5","4",""
"3110000","PHMB120073110032042100001","20141223","","03","폐업","03","폐업","20171130","","","","02-388-0900","","122825","서울특별시 은평구 녹번동 19번지 121호 3층","서울특별시 은평구 통일로 636 (녹번동,3층)","","(주)와이케이 동그라미 은평지점","2017-11-30 19:18:09","I","2018-08-31 23:59:59.0","","194220.324789601    ","455685.624980552    ","25","25","368.2","56.2","","68.1","15.6","11.84","88.55","19.4","3","4","","2","2","","2","2",""
"3110000","PHMB120063110032042100003","20061218","","03","폐업","03","폐업","20160714","","","","02-353-3588","","122837","서울특별시 은평구 대조동 26번지 17호","서울특별시 은평구 진흥로13길 2 (대조동)","","로얄사임당산후조리원","2016-07-15 13:23:11","I","2018-08-31 23:59:59.0","","193411.459972412    ","456303.255885892    ","15","15","106.17","25.48","","20.2","5","5","10.3","7","2","4","","1","1","","4","2",""
"3110000","PHMB120083110032042100001","20080318","","03","폐업","03","폐업","20110610","","","","02-355-8113","","122896","서울특별시 은평구 역촌동 15번지 7호","서울특별시 은평구 서오릉로 81 (역촌동)","","아이제일산후조리원","2011-06-22 18:30:12","I","2018-08-31 23:59:59.0","","193006.739055573    ","456126.377989615    ","7","7","100","","","","35","8.55","8.55","13.37","2","2","","","","","","",""
"3110000","PHMB120093110032042100001","20091218","","03","폐업","03","폐업","20160530","","","","389-2822","","122833","서울특별시 은평구 녹번동 141번지 1호","서울특별시 은평구 진흥로 148 (녹번동)","","라벨비 산후조리원","2016-05-30 11:31:04","I","2018-08-31 23:59:59.0","","193431.806134687    ","456248.097400845    ","9","9","164.2","16.8","3.99","","","","","","2","3","1","2","1","","5","5",""
"3110000","PHMB120113110032042100002","20110620","","03","폐업","03","폐업","20180919","","","","388-5855","","122845","서울특별시 은평구 대조동 226번지 3호","서울특별시 은평구 서오릉로 134 (대조동)","","맘스미 산후조리원","2019-01-24 19:32:31","U","2019-01-26 02:40:00.0","","192700.631623969    ","456521.110331138    ","9","9","138.56","","","12.45","6.4","10.8","21.94","3.85","3","3","","2","1","","1","1",""
"3110000","PHMB120193110032042100002","20191018","","01","영업/정상","13","영업중","","","","","02-388-5638","","","서울특별시 은평구 대조동 38번지 19호","서울특별시 은평구 진흥로 133, A동 (대조동)","03395","더은혜산후조리원","2019-11-04 13:46:21","U","2019-11-06 02:40:00.0","","193284.940671202    ","456206.224350641    ","21","21","295.64","38.07","21.32","0","6.64","40","72","9.54","3","7","0","0","0","0","6","5","1"
"3120000","PHMB120113120033042100001","2011-05-13","","01","영업/정상","13","영업중","","2024-06-01","2024-06-30","","02-362-7500","","","서울특별시 서대문구 대현동 101-7 혜우빌딩 601호","서울특별시 서대문구 신촌역로 10, 6층 601호 (대현동, 혜우빌딩)","03766","(주) 레피리움네이쳐 산후조리원","2024-07-03 17:49:06","U","2023-12-07 00:05:00.0","","194908.961214686","450597.757522205","","","","","","","","","","","","","","","","","","",""
"3110000","PHMB120113110032042100001","20110616","","01","영업/정상","13","영업중","","","","","355-0069","","122030","서울특별시 은평구 대조동 179번지 12호 (3,4,5층)","서울특별시 은평구 서오릉로 82 (대조동)","","아이젤 산후조리원","2021-12-08 18:08:01","U","2021-12-10 02:40:00.0","","193047.227779984    ","456161.99070213     ","23","23","311.51","43.9","12.7","41","19.3","0","7.69","10.8","3","8","0","2","2","0","3","3","0"
"3120000","PHMB120123120033042100001","20120217","","03","폐업","03","폐업","20170926","","","","374-2882","","120815","서울특별시 서대문구 북가좌2동 334번지 4호","서울특별시 서대문구 응암로 133, 2,3층 (북가좌동)","03676","동그라미산후조리원","2017-09-27 16:00:43","I","2018-08-31 23:59:59.0","","192358.298872317    ","453581.096699635    ","23","23","353.4","62.6","26.8","19.8","17.2","","85.4","13.5","4","9","","1","1","","2","2",""
"3130000","PHMB120133130033042100001","20131001","","03","폐업","03","폐업","20190327","","","","711-6838","","121856","서울특별시 마포구 신수동 431번지 3호","서울특별시 마포구 토정로 235 (신수동)","04090","맘스산후조리원","2019-03-27 16:04:32","U","2019-03-29 02:40:00.0","","194347.370505441    ","449089.80489159     ","27","27","535.4","66.1","11","45","16","48.2","48.2","14","5","11","0","1","1","","6","5",""
"3130000","PHMB120063130033042100001","20061208","","03","폐업","03","폐업","20091016","","","","335-4545","","121251","서울특별시 마포구 성산1동 9번지 7호","서울특별시 마포구 성미산로11길 72 (성산동)","","한나산후조리원","2010-11-11 14:58:44","I","2018-08-31 23:59:59.0","","192513.44866724     ","451284.350263617    ","16","16","6.5","27.4","20.8","20.4","4.5","2","8.1","12.2","5","2","","2","1","1","3","3","1"
"3100000","PHMB120083100034042100001","20080630","","01","영업/정상","13","영업중","","","","","02-904-8034","","139851","서울특별시 노원구 월계2동 776번지 월계프라자5층","서울특별시 노원구 초안산로5길 12 (월계동,월계프라자5층)","","와이엘산후조리원","2022-12-29 10:09:19","U","2021-11-01 21:01:00.0","","204489.998187538","458912.083095685","","","","","","","","","","","","","","","","","","",""
"3110000","PHMB120193110032042100001","20190612","","01","영업/정상","13","영업중","","","","","02-6941-1231","","","서울특별시 은평구 불광동 311번지 13호 메트로타워","서울특별시 은평구 통일로 856, 메트로타워 8층 (불광동)","03345","레피리움시그니쳐은평산후조리원","2022-08-26 16:34:08","U","2021-12-07 22:08:00.0","","192998.202204135","457479.99522553","","","","","","","","","","","","","","","","","","",""
"3130000","PHMB120063130033042100002","20080306","","01","영업/정상","13","영업중","","","","","3142-1212","","121232","서울특별시 마포구 망원2동 474번지 3호","서울특별시 마포구 월드컵로 155 (망원동)","","아이린산후조리원 망원점","2021-12-30 11:30:09","U","2022-01-01 02:40:00.0","","191528.664363799    ","451015.116442491    ","12","12","195","62","14","48","8","102","3.4","10","3","9","0","2","1","0","6","4","1"
"3140000","PHMB120073140033042100001","20070618","","03","폐업","03","폐업","20170203","","","","","","","서울특별시 양천구 목동 907번지 4호 우성에펠타운빌딩","서울특별시 양천구 목동서로 67, 우성에펠타운빌딩 (목동)","07983","맘앤캐슬(목동점)산후조리원","2020-04-02 15:26:11","U","2020-04-04 02:40:00.0","","189197.506088261    ","448244.523188923    ","13","13","","","","","","","","","5","5","","","","3","0","",""
"3140000","PHMB120063140033042100002","20061214","","03","폐업","03","폐업","20190903","","","","","","","서울특별시 양천구 목동 792번지 4호 목동태영프라자","서울특별시 양천구 등촌로 32, 목동태영프라자 2층 (목동)","07965","행복한 산후조리원","2019-09-03 17:50:55","U","2019-09-05 02:40:00.0","","187923.919592336    ","447850.891096367    ","10","10","","","","","","","","","","","","","","","0","",""
"3140000","PHMB120213140033042100001","20210629","","01","영업/정상","13","영업중","","","","","02)2698-3588","","","","서울특별시 양천구 화곡로 64, 동화빌딩 2층 (신월동)","07904","보네르아샤 산후조리원","2021-07-01 15:37:40","I","2021-07-03 00:22:53.0","","184806.911534822    ","448551.489178583    ","17","17","377.63","45.9","","28.41","23.85","","43.52","12.7","","","","","","","0","",""
"3140000","PHMB120173140033042100001","20170824","","01","영업/정상","13","영업중","","","","","","","","서울특별시 양천구 목동 513번지","서울특별시 양천구 공항대로 610 (목동, 정종일산부인과)","07968","(주)포미즈타임산후조리원","2017-11-20 17:31:03","I","2018-08-31 23:59:59.0","","188635.230900983    ","449396.806374349    ","6","6","180.55","21.5","16","","","","","","3","","","","","","0","",""
"3120000","PHMB120153120033042100001","2015-01-19","","03","폐업","03","폐업","2024-05-09","","","","02-2153-7788","","120-857","서울특별시 서대문구 홍제동 251번지 4호","서울특별시 서대문구 통일로 442, 10층 (홍제동)","03629","제이 산후조리원","2024-05-14 10:54:11","U","2023-12-04 23:06:00.0","","195065.292655665","454025.078627384","","","","","","","","","","","","","","","","","","",""
"3140000","PHMB120183140033042100001","20180626","","01","영업/정상","13","영업중","","","","","02)6927-3647","","","서울특별시 양천구 신정동 943번지 19호","서울특별시 양천구 중앙로 300, 시온빌딩 6~8층 (신정동)","08019","목동제일산후조리원","2018-06-27 12:17:15","I","2018-08-31 23:59:59.0","","186831.15837972     ","446764.915938532    ","14","14","274.85","31.47","","","12.96","5.37","","","2","2","","","","","3","3",""
"3150000","PHMB120063150037042100001","20060426","","03","폐업","03","폐업","20091210","","","","","","157030","서울특별시 강서구 등촌동 671번지 서울음악방송빌딩 7층","","","미체원산후조리원","2010-07-11 14:00:25","I","2018-08-31 23:59:59.0","","185851.053632398    ","450781.441229945    ","19","19","218.25","34.84","8.5","42.28","18.38","12.92","55.97","24.07","8","5","","2","1","","7","7",""
"3150000","PHMB120073150037042100001","20070228","","03","폐업","03","폐업","20090302","","","","","","157015","서울특별시 강서구 우장산동 1060번지 30호 지상3층","","","맘앤맘산후조리원","2009-03-02 14:09:58","I","2018-08-31 23:59:59.0","","185983.844739412    ","448981.902246047    ","13","14","232.27","22.42","3.34","44.16","5.2","26.04","17.34","13.34","2","2","0","1","0","1","","",""
"3130000","PHMB120063130033042100003","2006-12-07","","01","영업/정상","13","영업중","","2021-07-17","2021-09-30","","02-3142-3003","","121-843","서울특별시 마포구 성산1동 56번지 3호 CS타워 10층","서울특별시 마포구 월드컵북로 137 (성산동,CS타워 10층)","","주식회사 레피리움시그니처 홍대 산후조리원","2024-06-19 15:09:39","U","2023-12-05 22:01:00.0","","192136.276022554","451398.66145616","","","","","","","","","","","","","","","","","","",""
"3140000","PHMB120103140033042100002","2010-08-13","","01","영업/정상","13","영업중","","2017-11-22","2017-12-31","","02-2619-1000","","158-865","서울특별시 양천구 신정3동 1287번지 8호","서울특별시 양천구 남부순환로 654, 진덕빌딩 10층 (신정동)","08054","밝은미래산후조리원","2024-10-02 17:22:08","U","2023-10-31 00:04:00.0","","185937.652818807","445396.416355651","","","","","","","","","","","","","","","","","","",""
"3110000","PHMB120113110032042100003","2011-08-18","","01","영업/정상","13","영업중","","2022-12-03","2023-01-02","","","","122-819","서울특별시 은평구 구산동 1번지 24호  상원빌딩 5층","서울특별시 은평구 서오릉로 145 (구산동,상원빌딩 5층)","","아쉐르 산후조리원 은평점","2024-11-26 13:23:35","U","2023-10-31 22:08:00.0","","192563.874496397","456570.084566278","","","","","","","","","","","","","","","","","","",""
"3130000","PHMB120123130033042100001","2012-12-11","","01","영업/정상","13","영업중","","2021-09-18","2021-10-05","","02-306-2617","","","서울특별시 마포구 상암동 1751","서울특별시 마포구 월드컵북로 497, 3층301호,4,5층 (상암동)","03902","맘스밀리 산후조리원 상암점","2024-12-17 17:37:35","U","2023-11-01 23:09:00.0","","189286.699494574","453577.07310748","","","","","","","","","","","","","","","","","","",""
"3150000","PHMB120073150037042100002","20070607","","03","폐업","03","폐업","20190627","","","","3661-8825","","","","서울특별시 강서구 공항대로41길 10, 5층 (등촌동, 원풍빌딩)","07590","더굿마더산후조리원","2019-06-27 15:13:04","U","2019-06-29 02:40:00.0","","186250.120287549    ","450692.112374681    ","14","14","109.9","29.45","","24.18","7.28","2.5","47.7","8.12","3","7","","2","","1","6","5","1"
"3140000","PHMB120083140033042100001","20140522","","02","휴업","02","휴업","","20210503","20220104","","","","","서울특별시 양천구 신월동 54번지 7호","서울특별시 양천구 화곡로 64, 동화빌딩 2층 (신월동)","07904","동그라미산후조리원(강서점)","2022-11-25 17:03:42","U","2021-10-31 22:07:00.0","","184806.911534822","448551.489178583","","","","","","","","","","","","","","","","","","",""
"3150000","PHMB120073150037042100005","20070528","","03","폐업","03","폐업","20161231","","","","02-2658-7733","","157030","서울특별시 강서구 등촌동 668번지 9호 청호빌딩","서울특별시 강서구 공항대로 329 (등촌동)","07591","신세계산후조리원","2016-12-30 15:24:34","I","2018-08-31 23:59:59.0","","186173.47797747     ","450677.793228883    ","22","22","8.75","42.9","9.75","38.5","9.1","11.95","11","10.8","4","6","0","3","1","0","4","4",""
"3150000","PHMB120083150037042100002","20081121","","03","폐업","03","폐업","20160530","","","","02-2693-3006","","157904","서울특별시 강서구 화곡2동 873번지 1호 르네상스 B/D 4층","서울특별시 강서구 곰달래로 178 (화곡동)","07782","고운맘 산후조리원","2016-06-14 10:35:32","I","2018-08-31 23:59:59.0","","186908.136345532    ","447630.844251475    ","14","14","120.75","22.07","6.57","23.7","6","2.8","11.4","7.5","2","3","0","2","1","0","8","4",""
"3150000","PHMB120113150037042100001","20140402","","03","폐업","03","폐업","20200908","20200527","20201126","","2600-5157","","","","서울특별시 강서구 화곡로 188 (화곡동)","07727","더와이즈산후조리원","2020-09-08 14:05:06","U","2020-09-10 02:40:00.0","","186001.490296079    ","448899.500159804    ","15","15","414","66.5","19.25","95.3","15.2","16.9","18.4","33","4","6","","1","1","","3","3",""
"3150000","PHMB120123150037042100001","20120618","","01","영업/정상","13","영업중","","","","","2653-3588","","157896","서울특별시 강서구 화곡4동 775번지 5호","서울특별시 강서구 등촌로 45 (화곡동)","07741","(주)목동라테라산후조리원","2020-01-23 17:48:28","U","2020-01-25 02:40:00.0","","187851.907513115    ","447977.521870162    ","16","16","370.64","37.2","","26.4","10.5","","13.8","73.8","3","6","","2","2","3","6","5","1"
"3150000","PHMB120213150037042100001","2021-02-10","","03","폐업","03","폐업","2024-01-25","","","","02-3664-1265","","","서울특별시 강서구 마곡동 791-5 마곡파인스퀘어Ⅲ","서울특별시 강서구 마곡중앙8로5길 11, 마곡파인스퀘어Ⅲ (마곡동)","07794","드팜므 산후조리원 마곡 주식회사","2024-02-02 13:00:16","U","2023-12-02 00:04:00.0","","185538.386473543","451080.469903239","","","","","","","","","","","","","","","","","","",""
"3160000","PHMB120063160034042100001","20160902","","03","폐업","03","폐업","20190722","","","","02-6952-2271","","","서울특별시 구로구 구로동 100번지 8호","서울특별시 구로구 구로중앙로 68, 4층 (구로동, 신안타워)","08301","이자르 산후조리원 구로점","2019-07-22 16:03:02","U","2019-07-24 02:40:00.0","","190099.217394597    ","443743.18319767     ","16","16","203.96","57.4","","36.42","","","","","3","3","","1","1","","0","",""
"3160000","PHMB120073160034042100001","20070608","","03","폐업","03","폐업","20140525","","","","","","152865","서울특별시 구로구 구로2동 612번지 10호 제일빌딩 7층","서울특별시 구로구 구로중앙로 215 (구로동,제일빌딩 7층)","","연세사랑모아산후조리원","2014-05-27 13:24:31","I","2018-08-31 23:59:59.0","","189065.839819179    ","444751.671261513    ","9","9","72","15","","","","","","","3","6","","","","2","9","7","2"
"3140000","PHMB120103140033042100001","2010-01-28","","03","폐업","03","폐업","2024-01-10","","","","02-2647-0100","","","서울특별시 양천구 신정동 1023-12 5층","서울특별시 양천구 은행정로 5, 5층 (신정동)","08086","퀸즈마리 산후조리원","2024-01-08 10:18:56","U","2023-11-30 23:00:00.0","","187520.306766633","446450.347274241","","","","","","","","","","","","","","","","","","",""
"3160000","PHMB120123160034042100001","2012-08-02","","01","영업/정상","13","영업중","","2023-04-08","2023-04-13","","2682-2400","","","서울특별시 구로구 오류동 159번지 삼성미래여성병원","서울특별시 구로구 서해안로 2296, 삼성미래여성병원 오류동 3~6층 (오류동)","08342","미래 산후조리원","2023-04-14 14:00:24","U","2022-12-03 23:06:00.0","","185818.005782408","443237.927427791","","","","","","","","","","","","","","","","","","",""
"3150000","PHMB120073150037042100004","2007-06-01","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강서구 화곡동 1031번지 6호","서울특별시 강서구 강서로 198 (화곡동)","07698","리베 산후조리원 강서점","2024-07-29 13:51:47","U","2023-12-06 21:01:00.0","","185663.269533644","449087.622370477","","","","","","","","","","","","","","","","","","",""
"3140000","PHMB120073140033042100002","2007-10-01","","01","영업/정상","13","영업중","","","","","02-2061-6001","","","서울특별시 양천구 목동 713-5 상진지오벨리","서울특별시 양천구 목동중앙남로3가길 127, 2층 (목동, 상진지오벨리)","07957","뉴이자르 산후조리원 목동점","2024-04-08 10:14:09","U","2023-12-03 23:00:00.0","","187908.611455619","448799.30868012","","","","","","","","","","","","","","","","","","",""
"3150000","PHMB120153150037042100002","2015-06-25","","01","영업/정상","13","영업중","","","","","3661-1115","","","","서울특별시 강서구 양천로 354 (가양동)","07573","르베르쏘 산후조리원","2024-06-26 16:27:58","U","2023-12-05 22:08:00.0","","185950.696438517","451746.252518861","","","","","","","","","","","","","","","","","","",""
"3150000","PHMB120123150037042100002","2012-11-28","","01","영업/정상","13","영업중","","","","","02-2083-0600","","","서울특별시 강서구 등촌동 632번지 6호 파인블루빌딩","서울특별시 강서구 양천로 600, 파인블루빌딩 (등촌동)","07552","맘스밀리산후조리원강서","2024-11-12 17:16:12","U","2023-10-31 23:04:00.0","","187974.228864018","450369.165403996","","","","","","","","","","","","","","","","","","",""
"3150000","PHMB120203150037042100001","2020-09-23","","01","영업/정상","13","영업중","","","","","02-2694-3588","","","서울특별시 강서구 화곡동 1126-3 르베르쏘","서울특별시 강서구 공항대로48길 13-5, 르베르쏘 (화곡동)","07655","주식회사 에빠토르베르쏘 산후조리원","2024-10-22 10:47:54","U","2023-10-30 22:04:00.0","","187164.38083253","450207.368960705","","","","","","","","","","","","","","","","","","",""
"3160000","PHMB120113160034042100001","20110331","","03","폐업","03","폐업","20191212","20190602","20190630","","02-883-0099","","152887","서울특별시 구로구 신도림동 413번지 9호 리더스코리아빌딩","서울특별시 구로구 경인로 610 (신도림동,리더스코리아빌딩)","08213","엘피스산후조리원","2019-12-13 09:16:36","U","2019-12-15 02:40:00.0","","189661.489845947    ","444788.587049392    ","20","20","410","37","6.1","30","6.5","5.8","120","12.4","3","3","","1","1","","25","19","6"
"3160000","PHMB119863160034042100001","19861217","","01","영업/정상","13","영업중","","","","","854-0818","","","서울특별시 구로구 구로동 806번지 60호","서울특별시 구로구 구로동로8길 18 (구로동)","08320","김삼순조산원","2015-11-23 11:55:16","I","2018-08-31 23:59:59.0","","189870.090913804    ","442718.798953016    ","2","2","","","","","","","","","","","","","","","","",""
"3160000","PHMB120123160034042100002","20121205","","01","영업/정상","13","영업중","","","","","02-2688-6200","","","","서울특별시 구로구 천왕로 106, 5층 (오류동)","08365","로얄사임당 산후조리원 천왕점","2018-09-11 09:59:52","U","2018-09-11 23:59:59.0","","185721.91202600000  ","442967.06766400000  ","13","13","191.68","24.19","0","8","5.7","","","","3","5","","1","","1","5","5",""
"3160000","PHMB120133160034042100001","20131007","","01","영업/정상","13","영업중","","","","","028559911","","","서울특별시 구로구 구로동 25번지","서울특별시 구로구 새말로 94, 7~8층 (구로동)","08289","아름제일 산후조리원 1관","2020-04-16 17:34:46","U","2020-04-18 02:40:00.0","","190244.829015482    ","444811.238193821    ","14","14","266.47","27.42","","59.15","2.95","","8.95","12.21","3","9","0","3","","","0","5",""
